-200	0.00000020	0.00000020
-199	0.00000011	0.00000011
-198	-0.00000038	-0.00000038
-197	0.00000051	0.00000051
-196	-0.00000045	-0.00000045
-195	0.00000022	0.00000022
-194	0.00000009	0.00000009
-193	-0.00000037	-0.00000037
-192	0.00000051	0.00000051
-191	-0.00000046	-0.00000046
-190	0.00000024	0.00000024
-189	0.00000008	0.00000008
-188	-0.00000036	-0.00000036
-187	0.00000051	0.00000051
-186	-0.00000047	-0.00000047
-185	0.00000025	0.00000025
-184	0.00000006	0.00000006
-183	-0.00000036	-0.00000036
-182	0.00000052	0.00000052
-181	-0.00000049	-0.00000049
-180	0.00000027	0.00000027
-179	0.00000004	0.00000004
-178	-0.00000035	-0.00000035
-177	0.00000052	0.00000052
-176	-0.00000050	-0.00000050
-175	0.00000029	0.00000029
-174	0.00000003	0.00000003
-173	-0.00000034	-0.00000034
-172	0.00000052	0.00000052
-171	-0.00000052	-0.00000052
-170	0.00000031	0.00000031
-169	0.00000001	0.00000001
-168	-0.00000033	-0.00000033
-167	0.00000053	0.00000053
-166	-0.00000053	-0.00000053
-165	0.00000033	0.00000033
-164	-0.00000001	-0.00000001
-163	-0.00000032	-0.00000032
-162	0.00000053	0.00000053
-161	-0.00000054	-0.00000054
-160	0.00000035	0.00000035
-159	-0.00000003	-0.00000003
-158	-0.00000031	-0.00000031
-157	0.00000054	0.00000054
-156	-0.00000056	-0.00000056
-155	0.00000037	0.00000037
-154	-0.00000005	-0.00000005
-153	-0.00000030	-0.00000030
-152	0.00000054	0.00000054
-151	-0.00000058	-0.00000058
-150	0.00000040	0.00000040
-149	-0.00000007	-0.00000007
-148	-0.00000029	-0.00000029
-147	0.00000054	0.00000054
-146	-0.00000059	-0.00000059
-145	0.00000042	0.00000042
-144	-0.00000009	-0.00000009
-143	-0.00000028	-0.00000028
-142	0.00000055	0.00000055
-141	-0.00000061	-0.00000061
-140	0.00000045	0.00000045
-139	-0.00000011	-0.00000011
-138	-0.00000027	-0.00000027
-137	0.00000055	0.00000055
-136	-0.00000063	-0.00000063
-135	0.00000047	0.00000047
-134	-0.00000013	-0.00000013
-133	-0.00000026	-0.00000026
-132	0.00000056	0.00000056
-131	-0.00000065	-0.00000065
-130	0.00000050	0.00000050
-129	-0.00000016	-0.00000016
-128	-0.00000025	-0.00000025
-127	0.00000056	0.00000056
-126	-0.00000067	-0.00000067
-125	0.00000053	0.00000053
-124	-0.00000019	-0.00000019
-123	-0.00000023	-0.00000023
-122	0.00000057	0.00000057
-121	-0.00000069	-0.00000069
-120	0.00000056	0.00000056
-119	-0.00000021	-0.00000021
-118	-0.00000022	-0.00000022
-117	0.00000057	0.00000057
-116	-0.00000072	-0.00000072
-115	0.00000059	0.00000059
-114	-0.00000024	-0.00000024
-113	-0.00000020	-0.00000020
-112	0.00000058	0.00000058
-111	-0.00000074	-0.00000074
-110	0.00000063	0.00000063
-109	-0.00000028	-0.00000028
-108	-0.00000018	-0.00000018
-107	0.00000058	0.00000058
-106	-0.00000077	-0.00000077
-105	0.00000067	0.00000067
-104	-0.00000031	-0.00000031
-103	-0.00000017	-0.00000017
-102	0.00000059	0.00000059
-101	-0.00000080	-0.00000080
-100	0.00000071	0.00000071
-99	-0.00000035	-0.00000035
-98	-0.00000015	-0.00000015
-97	0.00000059	0.00000059
-96	-0.00000083	-0.00000083
-95	0.00000075	0.00000075
-94	-0.00000039	-0.00000039
-93	-0.00000012	-0.00000012
-92	0.00000060	0.00000060
-91	-0.00000086	-0.00000086
-90	0.00000080	0.00000080
-89	-0.00000044	-0.00000044
-88	-0.00000010	-0.00000010
-87	0.00000061	0.00000061
-86	-0.00000090	-0.00000090
-85	0.00000086	0.00000086
-84	-0.00000049	-0.00000049
-83	-0.00000007	-0.00000007
-82	0.00000062	0.00000062
-81	-0.00000094	-0.00000094
-80	0.00000091	0.00000091
-79	-0.00000054	-0.00000054
-78	-0.00000004	-0.00000004
-77	0.00000062	0.00000062
-76	-0.00000098	-0.00000098
-75	0.00000098	0.00000098
-74	-0.00000061	-0.00000061
-73	-0.00000000	-0.00000000
-72	0.00000063	0.00000063
-71	-0.00000103	-0.00000103
-70	0.00000106	0.00000106
-69	-0.00000068	-0.00000068
-68	0.00000004	0.00000004
-67	0.00000064	0.00000064
-66	-0.00000109	-0.00000109
-65	0.00000114	0.00000114
-64	-0.00000076	-0.00000076
-63	0.00000008	0.00000008
-62	0.00000065	0.00000065
-61	-0.00000115	-0.00000115
-60	0.00000124	0.00000124
-59	-0.00000086	-0.00000086
-58	0.00000014	0.00000014
-57	0.00000066	0.00000066
-56	-0.00000123	-0.00000123
-55	0.00000135	0.00000135
-54	-0.00000097	-0.00000097
-53	0.00000020	0.00000020
-52	0.00000066	0.00000066
-51	-0.00000131	-0.00000131
-50	0.00000148	0.00000148
-49	-0.00000110	-0.00000110
-48	0.00000028	0.00000028
-47	0.00000067	0.00000067
-46	-0.00000141	-0.00000141
-45	0.00000164	0.00000164
-44	-0.00000126	-0.00000126
-43	0.00000038	0.00000038
-42	0.00000068	0.00000068
-41	-0.00000153	-0.00000153
-40	0.00000184	0.00000184
-39	-0.00000146	-0.00000146
-38	0.00000051	0.00000051
-37	0.00000068	0.00000068
-36	-0.00000167	-0.00000167
-35	0.00000208	0.00000208
-34	-0.00000171	-0.00000171
-33	0.00000068	0.00000068
-32	0.00000068	0.00000068
-31	-0.00000185	-0.00000185
-30	0.00000239	0.00000239
-29	-0.00000205	-0.00000205
-28	0.00000091	0.00000091
-27	0.00000065	0.00000065
-26	-0.00000207	-0.00000207
-25	0.00000280	0.00000280
-24	-0.00000252	-0.00000252
-23	0.00000125	0.00000125
-22	0.00000060	0.00000060
-21	-0.00000236	-0.00000236
-20	0.00000338	0.00000338
-19	-0.00000320	-0.00000320
-18	0.00000179	0.00000179
-17	0.00000045	0.00000045
-16	-0.00000274	-0.00000274
-15	0.00000424	0.00000424
-14	-0.00000430	-0.00000430
-13	0.00000274	0.00000274
-12	0.00000006	0.00000006
-11	-0.00000315	-0.00000315
-10	0.00000570	0.00000570
-9	-0.00000596	-0.00000596
-8	0.00000557	0.00000557
-7	0.00000089	0.00000089
-6	0.00000234	0.00000234
-5	0.00002586	0.00002586
-4	0.00006487	0.00006487
-3	0.00037182	0.00037182
-2	0.00169599	0.00169599
-1	0.00704490	0.00704490
0	0.02405388	0.02405388
1	0.06456994	0.06456994
2	0.13103343	0.13103343
3	0.19563656	0.19563656
4	0.21496916	0.21496916
5	0.17647885	0.17647885
6	0.10953122	0.10953122
7	0.05120534	0.05120534
8	0.01777211	0.01777211
9	0.00454764	0.00454764
10	0.00085005	0.00085005
11	0.00012765	0.00012765
12	0.00001397	0.00001397
13	-0.00000212	-0.00000212
14	0.00000569	0.00000569
15	-0.00000560	-0.00000560
16	0.00000384	0.00000384
17	-0.00000101	-0.00000101
18	-0.00000184	-0.00000184
19	0.00000377	0.00000377
20	-0.00000423	-0.00000423
21	0.00000320	0.00000320
22	-0.00000118	-0.00000118
23	-0.00000107	-0.00000107
24	0.00000276	0.00000276
25	-0.00000334	-0.00000334
26	0.00000271	0.00000271
27	-0.00000118	-0.00000118
28	-0.00000066	-0.00000066
29	0.00000213	0.00000213
30	-0.00000275	-0.00000275
31	0.00000234	0.00000234
32	-0.00000113	-0.00000113
33	-0.00000041	-0.00000041
34	0.00000171	0.00000171
35	-0.00000232	-0.00000232
36	0.00000206	0.00000206
37	-0.00000108	-0.00000108
38	-0.00000024	-0.00000024
39	0.00000140	0.00000140
40	-0.00000200	-0.00000200
41	0.00000184	0.00000184
42	-0.00000103	-0.00000103
43	-0.00000012	-0.00000012
44	0.00000118	0.00000118
45	-0.00000175	-0.00000175
46	0.00000167	0.00000167
47	-0.00000098	-0.00000098
48	-0.00000004	-0.00000004
49	0.00000100	0.00000100
50	-0.00000156	-0.00000156
51	0.00000153	0.00000153
52	-0.00000094	-0.00000094
53	0.00000003	0.00000003
54	0.00000085	0.00000085
55	-0.00000140	-0.00000140
56	0.00000141	0.00000141
57	-0.00000090	-0.00000090
58	0.00000008	0.00000008
59	0.00000074	0.00000074
60	-0.00000126	-0.00000126
61	0.00000131	0.00000131
62	-0.00000087	-0.00000087
63	0.00000013	0.00000013
64	0.00000064	0.00000064
65	-0.00000115	-0.00000115
66	0.00000122	0.00000122
67	-0.00000084	-0.00000084
68	0.00000016	0.00000016
69	0.00000055	0.00000055
70	-0.00000105	-0.00000105
71	0.00000114	0.00000114
72	-0.00000081	-0.00000081
73	0.00000019	0.00000019
74	0.00000048	0.00000048
75	-0.00000096	-0.00000096
76	0.00000108	0.00000108
77	-0.00000079	-0.00000079
78	0.00000022	0.00000022
79	0.00000042	0.00000042
80	-0.00000089	-0.00000089
81	0.00000102	0.00000102
82	-0.00000077	-0.00000077
83	0.00000024	0.00000024
84	0.00000036	0.00000036
85	-0.00000082	-0.00000082
86	0.00000096	0.00000096
87	-0.00000075	-0.00000075
88	0.00000026	0.00000026
89	0.00000031	0.00000031
90	-0.00000076	-0.00000076
91	0.00000092	0.00000092
92	-0.00000073	-0.00000073
93	0.00000028	0.00000028
94	0.00000027	0.00000027
95	-0.00000071	-0.00000071
96	0.00000087	0.00000087
97	-0.00000071	-0.00000071
98	0.00000029	0.00000029
99	0.00000023	0.00000023
100	-0.00000066	-0.00000066
101	0.00000083	0.00000083
102	-0.00000070	-0.00000070
103	0.00000030	0.00000030
104	0.00000019	0.00000019
105	-0.00000061	-0.00000061
106	0.00000080	0.00000080
107	-0.00000068	-0.00000068
108	0.00000032	0.00000032
109	0.00000016	0.00000016
110	-0.00000057	-0.00000057
111	0.00000076	0.00000076
112	-0.00000067	-0.00000067
113	0.00000033	0.00000033
114	0.00000013	0.00000013
115	-0.00000053	-0.00000053
116	0.00000073	0.00000073
117	-0.00000066	-0.00000066
118	0.00000034	0.00000034
119	0.00000010	0.00000010
120	-0.00000050	-0.00000050
121	0.00000070	0.00000070
122	-0.00000064	-0.00000064
123	0.00000035	0.00000035
124	0.00000007	0.00000007
125	-0.00000046	-0.00000046
126	0.00000067	0.00000067
127	-0.00000063	-0.00000063
128	0.00000036	0.00000036
129	0.00000005	0.00000005
130	-0.00000043	-0.00000043
131	0.00000065	0.00000065
132	-0.00000062	-0.00000062
133	0.00000036	0.00000036
134	0.00000003	0.00000003
135	-0.00000040	-0.00000040
136	0.00000062	0.00000062
137	-0.00000061	-0.00000061
138	0.00000037	0.00000037
139	0.00000000	0.00000000
140	-0.00000037	-0.00000037
141	0.00000060	0.00000060
142	-0.00000060	-0.00000060
143	0.00000038	0.00000038
144	-0.00000002	-0.00000002
145	-0.00000035	-0.00000035
146	0.00000058	0.00000058
147	-0.00000059	-0.00000059
148	0.00000038	0.00000038
149	-0.00000004	-0.00000004
150	-0.00000032	-0.00000032
151	0.00000056	0.00000056
152	-0.00000058	-0.00000058
153	0.00000039	0.00000039
154	-0.00000005	-0.00000005
155	-0.00000030	-0.00000030
156	0.00000054	0.00000054
157	-0.00000057	-0.00000057
158	0.00000040	0.00000040
159	-0.00000007	-0.00000007
160	-0.00000028	-0.00000028
161	0.00000052	0.00000052
162	-0.00000057	-0.00000057
163	0.00000040	0.00000040
164	-0.00000009	-0.00000009
165	-0.00000025	-0.00000025
166	0.00000050	0.00000050
167	-0.00000056	-0.00000056
168	0.00000041	0.00000041
169	-0.00000011	-0.00000011
170	-0.00000023	-0.00000023
171	0.00000048	0.00000048
172	-0.00000055	-0.00000055
173	0.00000041	0.00000041
174	-0.00000012	-0.00000012
175	-0.00000021	-0.00000021
176	0.00000047	0.00000047
177	-0.00000054	-0.00000054
178	0.00000042	0.00000042
179	-0.00000014	-0.00000014
180	-0.00000019	-0.00000019
181	0.00000045	0.00000045
182	-0.00000054	-0.00000054
183	0.00000042	0.00000042
184	-0.00000015	-0.00000015
185	-0.00000017	-0.00000017
186	0.00000043	0.00000043
187	-0.00000053	-0.00000053
188	0.00000043	0.00000043
189	-0.00000017	-0.00000017
190	-0.00000016	-0.00000016
191	0.00000042	0.00000042
192	-0.00000052	-0.00000052
193	0.00000043	0.00000043
194	-0.00000018	-0.00000018
195	-0.00000014	-0.00000014
196	0.00000040	0.00000040
197	-0.00000051	-0.00000051
198	0.00000043	0.00000043
199	-0.00000019	-0.00000019
200	-0.00000012	-0.00000012
